transit_timestamp,bus_route,total_ridership
2025-01-01 05:00:00,X38,0
2025-01-01 05:00:00,X4,0
2025-01-01 05:00:00,X42,0
2025-01-01 05:00:00,X5,0
2025-01-01 05:00:00,X63,0
2025-01-01 05:00:00,X64,0
2025-01-01 05:00:00,X68,0
2025-01-01 05:00:00,X7,0
2025-01-01 05:00:00,X8,0
2025-01-01 05:00:00,X9,0
2025-01-01 06:00:00,B1,108
2025-01-01 06:00:00,B100,0
2025-01-01 06:00:00,B101,0
2025-01-01 06:00:00,B103,47
2025-01-01 06:00:00,B106,0
2025-01-01 06:00:00,B11,79
2025-01-01 06:00:00,B111,0
2025-01-01 06:00:00,B12,64
2025-01-01 06:00:00,B13,23
2025-01-01 06:00:00,B14,21
2025-01-01 06:00:00,B15,181
2025-01-01 06:00:00,B16,19
2025-01-01 06:00:00,B17,76
2025-01-01 06:00:00,B2,24
2025-01-01 06:00:00,B20,17
2025-01-01 06:00:00,B24,9
2025-01-01 06:00:00,B25,15
2025-01-01 06:00:00,B26,32
2025-01-01 06:00:00,B3,86
2025-01-01 06:00:00,B31,21
2025-01-01 06:00:00,B32,0
2025-01-01 06:00:00,B35,147
2025-01-01 06:00:00,B36,106
2025-01-01 06:00:00,B37,13
2025-01-01 06:00:00,B38,42
2025-01-01 06:00:00,B39,0
2025-01-01 06:00:00,B4,36
2025-01-01 06:00:00,B41,113
2025-01-01 06:00:00,B42,14
2025-01-01 06:00:00,B43,43
2025-01-01 06:00:00,B44,119
2025-01-01 06:00:00,B44+,55
2025-01-01 06:00:00,B45,2
2025-01-01 06:00:00,B46,139
2025-01-01 06:00:00,B46+,78
2025-01-01 06:00:00,B47,41
2025-01-01 06:00:00,B48,19
2025-01-01 06:00:00,B49,64
2025-01-01 06:00:00,B52,35
2025-01-01 06:00:00,B54,27
2025-01-01 06:00:00,B57,52
2025-01-01 06:00:00,B6,226
2025-01-01 06:00:00,B60,39
2025-01-01 06:00:00,B61,33
2025-01-01 06:00:00,B62,40
2025-01-01 06:00:00,B63,25
2025-01-01 06:00:00,B64,32
2025-01-01 06:00:00,B65,20
2025-01-01 06:00:00,B67,6
2025-01-01 06:00:00,B68,69
2025-01-01 06:00:00,B69,11
2025-01-01 06:00:00,B7,32
2025-01-01 06:00:00,B70,36
2025-01-01 06:00:00,B74,7
2025-01-01 06:00:00,B8,98
2025-01-01 06:00:00,B82,277
2025-01-01 06:00:00,B82+,1
2025-01-01 06:00:00,B83,40
2025-01-01 06:00:00,B84,0
2025-01-01 06:00:00,B9,44
2025-01-01 06:00:00,B90,0
2025-01-01 06:00:00,B91,0
2025-01-01 06:00:00,B91A,0
2025-01-01 06:00:00,B92,0
2025-01-01 06:00:00,B93,0
2025-01-01 06:00:00,B94,0
2025-01-01 06:00:00,B96,0
2025-01-01 06:00:00,B98,0
2025-01-01 06:00:00,B98V,0
2025-01-01 06:00:00,B99,0
2025-01-01 06:00:00,BM1,0
2025-01-01 06:00:00,BM2,0
2025-01-01 06:00:00,BM3,0
2025-01-01 06:00:00,BM4,0
2025-01-01 06:00:00,BM5,0
2025-01-01 06:00:00,BX1,55
2025-01-01 06:00:00,BX10,49
2025-01-01 06:00:00,BX11,75
2025-01-01 06:00:00,BX12,120
2025-01-01 06:00:00,BX12+,86
2025-01-01 06:00:00,BX13,31
2025-01-01 06:00:00,BX15,34
2025-01-01 06:00:00,BX16,1
2025-01-01 06:00:00,BX17,17
2025-01-01 06:00:00,BX18,0
2025-01-01 06:00:00,BX18A,4
2025-01-01 06:00:00,BX18B,9
2025-01-01 06:00:00,BX19,100
2025-01-01 06:00:00,BX2,41
2025-01-01 06:00:00,BX20,0
2025-01-01 06:00:00,BX21,45
2025-01-01 06:00:00,BX22,37
2025-01-01 06:00:00,BX23,16
2025-01-01 06:00:00,BX24,8
2025-01-01 06:00:00,BX25,3
2025-01-01 06:00:00,BX26,10
2025-01-01 06:00:00,BX27,19
2025-01-01 06:00:00,BX28,98
2025-01-01 06:00:00,BX29,6
2025-01-01 06:00:00,BX3,21
2025-01-01 06:00:00,BX30,13
2025-01-01 06:00:00,BX31,38
2025-01-01 06:00:00,BX32,0
2025-01-01 06:00:00,BX33,0
2025-01-01 06:00:00,BX34,27
2025-01-01 06:00:00,BX35,35
2025-01-01 06:00:00,BX36,125
2025-01-01 06:00:00,BX38,3
2025-01-01 06:00:00,BX39,41
2025-01-01 06:00:00,BX4,15
2025-01-01 06:00:00,BX40,35
2025-01-01 06:00:00,BX41,36
2025-01-01 06:00:00,BX41+,59
2025-01-01 06:00:00,BX42,46
2025-01-01 06:00:00,BX46,0
2025-01-01 06:00:00,BX4A,0
2025-01-01 06:00:00,BX5,34
2025-01-01 06:00:00,BX6,24
2025-01-01 06:00:00,BX6+,56
2025-01-01 06:00:00,BX7,49
2025-01-01 06:00:00,BX8,22
2025-01-01 06:00:00,BX9,149
2025-01-01 06:00:00,BX90,0
2025-01-01 06:00:00,BX92,0
2025-01-01 06:00:00,BX95,0
2025-01-01 06:00:00,BX99,0
2025-01-01 06:00:00,BXM1,0
2025-01-01 06:00:00,BXM10,3
2025-01-01 06:00:00,BXM11,0
2025-01-01 06:00:00,BXM18,0
2025-01-01 06:00:00,BXM2,0
2025-01-01 06:00:00,BXM3,0
2025-01-01 06:00:00,BXM4,0
2025-01-01 06:00:00,BXM6,0
2025-01-01 06:00:00,BXM7,28
2025-01-01 06:00:00,BXM8,0
2025-01-01 06:00:00,BXM9,0
2025-01-01 06:00:00,D90,0
2025-01-01 06:00:00,D99,0
2025-01-01 06:00:00,F1,0
2025-01-01 06:00:00,J90,0
2025-01-01 06:00:00,J99,0
2025-01-01 06:00:00,L90,0
2025-01-01 06:00:00,L91,0
2025-01-01 06:00:00,L92,0
2025-01-01 06:00:00,M1,26
2025-01-01 06:00:00,M10,10
2025-01-01 06:00:00,M100,21
2025-01-01 06:00:00,M101,113
2025-01-01 06:00:00,M102,31
2025-01-01 06:00:00,M103,31
2025-01-01 06:00:00,M104,42
2025-01-01 06:00:00,M106,0
2025-01-01 06:00:00,M11,34
2025-01-01 06:00:00,M116,24
2025-01-01 06:00:00,M12,0
2025-01-01 06:00:00,M125,70
2025-01-01 06:00:00,M14A,0
2025-01-01 06:00:00,M14A+,18
2025-01-01 06:00:00,M14D,0
2025-01-01 06:00:00,M14D+,86
2025-01-01 06:00:00,M15,217
2025-01-01 06:00:00,M15+,14
2025-01-01 06:00:00,M2,43
2025-01-01 06:00:00,M20,0
2025-01-01 06:00:00,M21,0
2025-01-01 06:00:00,M22,2
2025-01-01 06:00:00,M23+,20
2025-01-01 06:00:00,M3,16
2025-01-01 06:00:00,M31,11
2025-01-01 06:00:00,M34+,15
2025-01-01 06:00:00,M34A+,25
2025-01-01 06:00:00,M35,2
2025-01-01 06:00:00,M4,14
2025-01-01 06:00:00,M42,16
2025-01-01 06:00:00,M5,17
2025-01-01 06:00:00,M50,5
2025-01-01 06:00:00,M55,5
2025-01-01 06:00:00,M57,10
2025-01-01 06:00:00,M60+,92
2025-01-01 06:00:00,M66,31
2025-01-01 06:00:00,M7,17
2025-01-01 06:00:00,M72,7
2025-01-01 06:00:00,M79+,18
2025-01-01 06:00:00,M8,0
2025-01-01 06:00:00,M86+,32
2025-01-01 06:00:00,M9,0
2025-01-01 06:00:00,M90,0
2025-01-01 06:00:00,M96,41
2025-01-01 06:00:00,M98,0
2025-01-01 06:00:00,M99,0
2025-01-01 06:00:00,Q06,66
2025-01-01 06:00:00,Q07,26
2025-01-01 06:00:00,Q08,81
2025-01-01 06:00:00,Q09,34
2025-01-01 06:00:00,Q1,19
2025-01-01 06:00:00,Q10,235
2025-01-01 06:00:00,Q100,28
2025-01-01 06:00:00,Q101,17
2025-01-01 06:00:00,Q102,22
2025-01-01 06:00:00,Q103,0
2025-01-01 06:00:00,Q104,3
2025-01-01 06:00:00,Q107,0
2025-01-01 06:00:00,Q108,0
2025-01-01 06:00:00,Q109,0
2025-01-01 06:00:00,Q11,14
2025-01-01 06:00:00,Q110,29
2025-01-01 06:00:00,Q111,77
2025-01-01 06:00:00,Q112,0
2025-01-01 06:00:00,Q113,0
2025-01-01 06:00:00,Q114,112
2025-01-01 06:00:00,Q115,0
2025-01-01 06:00:00,Q12,82
2025-01-01 06:00:00,Q121,0
2025-01-01 06:00:00,Q13,51
2025-01-01 06:00:00,Q14,0
2025-01-01 06:00:00,Q15,15
2025-01-01 06:00:00,Q15A,20
2025-01-01 06:00:00,Q16,24
2025-01-01 06:00:00,Q17,125
2025-01-01 06:00:00,Q18,62
2025-01-01 06:00:00,Q19,0
2025-01-01 06:00:00,Q2,33
2025-01-01 06:00:00,Q20,0
2025-01-01 06:00:00,Q20A,55
2025-01-01 06:00:00,Q20B,0
2025-01-01 06:00:00,Q21,47
2025-01-01 06:00:00,Q22,39
2025-01-01 06:00:00,Q23,82
2025-01-01 06:00:00,Q24,54
2025-01-01 06:00:00,Q25,116
2025-01-01 06:00:00,Q26,0
2025-01-01 06:00:00,Q27,192
2025-01-01 06:00:00,Q28,58
2025-01-01 06:00:00,Q29,25
2025-01-01 06:00:00,Q3,127
2025-01-01 06:00:00,Q30,48
2025-01-01 06:00:00,Q31,0
2025-01-01 06:00:00,Q32,10
2025-01-01 06:00:00,Q33,57
2025-01-01 06:00:00,Q34,0
2025-01-01 06:00:00,Q35,40
2025-01-01 06:00:00,Q36,38
2025-01-01 06:00:00,Q37,57
2025-01-01 06:00:00,Q38,0
2025-01-01 06:00:00,Q39,12
2025-01-01 06:00:00,Q4,99
2025-01-01 06:00:00,Q40,26
2025-01-01 06:00:00,Q41,24
2025-01-01 06:00:00,Q42,0
2025-01-01 06:00:00,Q43,138
2025-01-01 06:00:00,Q44+,217
2025-01-01 06:00:00,Q45,0
2025-01-01 06:00:00,Q46,136
2025-01-01 06:00:00,Q47,16
2025-01-01 06:00:00,Q48,52
2025-01-01 06:00:00,Q49,80
2025-01-01 06:00:00,Q5,68
2025-01-01 06:00:00,Q50,42
2025-01-01 06:00:00,Q51,0
2025-01-01 06:00:00,Q52+,16
2025-01-01 06:00:00,Q53+,73
2025-01-01 06:00:00,Q54,64
2025-01-01 06:00:00,Q55,50
2025-01-01 06:00:00,Q56,44
2025-01-01 06:00:00,Q58,309
2025-01-01 06:00:00,Q59,39
2025-01-01 06:00:00,Q60,103
2025-01-01 06:00:00,Q61,0
2025-01-01 06:00:00,Q63,0
2025-01-01 06:00:00,Q64,35
2025-01-01 06:00:00,Q65,184
2025-01-01 06:00:00,Q66,115
2025-01-01 06:00:00,Q67,0
2025-01-01 06:00:00,Q69,32
2025-01-01 06:00:00,Q70+,5
2025-01-01 06:00:00,Q72,15
2025-01-01 06:00:00,Q74,0
2025-01-01 06:00:00,Q75,0
2025-01-01 06:00:00,Q76,8
2025-01-01 06:00:00,Q77,0
2025-01-01 06:00:00,Q80,0
2025-01-01 06:00:00,Q82,0
2025-01-01 06:00:00,Q83,91
2025-01-01 06:00:00,Q84,11
2025-01-01 06:00:00,Q85,100
2025-01-01 06:00:00,Q86,0
2025-01-01 06:00:00,Q87,0
2025-01-01 06:00:00,Q88,0
2025-01-01 06:00:00,Q89,0
2025-01-01 06:00:00,Q90,0
2025-01-01 06:00:00,Q92,0
2025-01-01 06:00:00,Q93,0
2025-01-01 06:00:00,Q94,0
2025-01-01 06:00:00,Q95,0
2025-01-01 06:00:00,Q96,0
2025-01-01 06:00:00,Q97,0
2025-01-01 06:00:00,Q98,0
2025-01-01 06:00:00,Q98V,0
2025-01-01 06:00:00,QM1,0
2025-01-01 06:00:00,QM10,0
2025-01-01 06:00:00,QM11,0
2025-01-01 06:00:00,QM12,0
2025-01-01 06:00:00,QM15,0
2025-01-01 06:00:00,QM16,0
2025-01-01 06:00:00,QM17,0
2025-01-01 06:00:00,QM18,0
2025-01-01 06:00:00,QM2,0
2025-01-01 06:00:00,QM20,0
2025-01-01 06:00:00,QM21,0
2025-01-01 06:00:00,QM24,0
2025-01-01 06:00:00,QM25,0
2025-01-01 06:00:00,QM3,0
2025-01-01 06:00:00,QM31,0
2025-01-01 06:00:00,QM32,0
2025-01-01 06:00:00,QM34,0
2025-01-01 06:00:00,QM35,0
2025-01-01 06:00:00,QM36,0
2025-01-01 06:00:00,QM4,0
2025-01-01 06:00:00,QM40,0
2025-01-01 06:00:00,QM42,0
2025-01-01 06:00:00,QM44,0
2025-01-01 06:00:00,QM5,0
2025-01-01 06:00:00,QM6,0
2025-01-01 06:00:00,QM63,0
2025-01-01 06:00:00,QM64,0
2025-01-01 06:00:00,QM65,0
2025-01-01 06:00:00,QM68,0
2025-01-01 06:00:00,QM7,0
2025-01-01 06:00:00,QM8,0
2025-01-01 06:00:00,S40,24
2025-01-01 06:00:00,S42,0
2025-01-01 06:00:00,S44,39
2025-01-01 06:00:00,S46,31
2025-01-01 06:00:00,S48,19
2025-01-01 06:00:00,S51,11
2025-01-01 06:00:00,S52,33
2025-01-01 06:00:00,S53,75
2025-01-01 06:00:00,S54,0
2025-01-01 06:00:00,S55,0
2025-01-01 06:00:00,S56,0
2025-01-01 06:00:00,S57,7
2025-01-01 06:00:00,S59,18
2025-01-01 06:00:00,S61,1
2025-01-01 06:00:00,S62,61
2025-01-01 06:00:00,S66,0
2025-01-01 06:00:00,S74,41
2025-01-01 06:00:00,S76,22
2025-01-01 06:00:00,S78,29
2025-01-01 06:00:00,S79+,180
2025-01-01 06:00:00,S81,0
2025-01-01 06:00:00,S84,0
2025-01-01 06:00:00,S86,0
2025-01-01 06:00:00,S89,0
2025-01-01 06:00:00,S90,0
2025-01-01 06:00:00,S91,0
2025-01-01 06:00:00,S92,0
2025-01-01 06:00:00,S93,1
2025-01-01 06:00:00,S94,0
2025-01-01 06:00:00,S96,0
2025-01-01 06:00:00,S98,0
2025-01-01 06:00:00,SIM1,5
2025-01-01 06:00:00,SIM10,0
2025-01-01 06:00:00,SIM11,0
2025-01-01 06:00:00,SIM15,0
2025-01-01 06:00:00,SIM1C,83
2025-01-01 06:00:00,SIM2,0
2025-01-01 06:00:00,SIM22,0
2025-01-01 06:00:00,SIM23,0
2025-01-01 06:00:00,SIM24,0
2025-01-01 06:00:00,SIM25,0
2025-01-01 06:00:00,SIM26,0
2025-01-01 06:00:00,SIM3,0
2025-01-01 06:00:00,SIM30,0
2025-01-01 06:00:00,SIM31,0
2025-01-01 06:00:00,SIM32,0
2025-01-01 06:00:00,SIM33,0
2025-01-01 06:00:00,SIM33C,12
2025-01-01 06:00:00,SIM34,0
2025-01-01 06:00:00,SIM35,0
2025-01-01 06:00:00,SIM3C,14
2025-01-01 06:00:00,SIM4,3
2025-01-01 06:00:00,SIM4C,53
2025-01-01 06:00:00,SIM4X,0
2025-01-01 06:00:00,SIM5,0
2025-01-01 06:00:00,SIM5X,0
2025-01-01 06:00:00,SIM6,0
2025-01-01 06:00:00,SIM6X,0
2025-01-01 06:00:00,SIM7,0
2025-01-01 06:00:00,SIM8,0
2025-01-01 06:00:00,SIM8X,0
2025-01-01 06:00:00,SIM9,0
2025-01-01 06:00:00,T113,0
2025-01-01 06:00:00,T426,0
2025-01-01 06:00:00,X1,0
2025-01-01 06:00:00,X10,0
2025-01-01 06:00:00,X10B,0
2025-01-01 06:00:00,X11,0
2025-01-01 06:00:00,X12,0
2025-01-01 06:00:00,X14,0
2025-01-01 06:00:00,X15,0
2025-01-01 06:00:00,X17,0
2025-01-01 06:00:00,X17A,0
2025-01-01 06:00:00,X17J,0
2025-01-01 06:00:00,X19,0
2025-01-01 06:00:00,X2,0
2025-01-01 06:00:00,X21,0
2025-01-01 06:00:00,X22,0
2025-01-01 06:00:00,X22A,0
2025-01-01 06:00:00,X27,1
2025-01-01 06:00:00,X28,0
2025-01-01 06:00:00,X3,0
2025-01-01 06:00:00,X30,0
2025-01-01 06:00:00,X31,0
2025-01-01 06:00:00,X37,0
2025-01-01 06:00:00,X38,0
2025-01-01 06:00:00,X4,0
2025-01-01 06:00:00,X42,0
2025-01-01 06:00:00,X5,0
2025-01-01 06:00:00,X63,0
2025-01-01 06:00:00,X64,0
2025-01-01 06:00:00,X68,0
2025-01-01 06:00:00,X7,0
2025-01-01 06:00:00,X8,0
2025-01-01 06:00:00,X9,0
2025-01-01 07:00:00,B1,200
2025-01-01 07:00:00,B100,47
2025-01-01 07:00:00,B101,0
2025-01-01 07:00:00,B103,85
2025-01-01 07:00:00,B106,0
2025-01-01 07:00:00,B11,138
2025-01-01 07:00:00,B111,0
2025-01-01 07:00:00,B12,121
2025-01-01 07:00:00,B13,54
2025-01-01 07:00:00,B14,43
2025-01-01 07:00:00,B15,211
2025-01-01 07:00:00,B16,53
2025-01-01 07:00:00,B17,107
2025-01-01 07:00:00,B2,34
2025-01-01 07:00:00,B20,46
2025-01-01 07:00:00,B24,29
2025-01-01 07:00:00,B25,29
2025-01-01 07:00:00,B26,54
2025-01-01 07:00:00,B3,205
2025-01-01 07:00:00,B31,33
2025-01-01 07:00:00,B32,14
2025-01-01 07:00:00,B35,252
2025-01-01 07:00:00,B36,175
2025-01-01 07:00:00,B37,14
2025-01-01 07:00:00,B38,151
2025-01-01 07:00:00,B39,1
2025-01-01 07:00:00,B4,67
2025-01-01 07:00:00,B41,187
2025-01-01 07:00:00,B42,23
2025-01-01 07:00:00,B43,67
2025-01-01 07:00:00,B44,214
2025-01-01 07:00:00,B44+,179
2025-01-01 07:00:00,B45,18
2025-01-01 07:00:00,B46,195
2025-01-01 07:00:00,B46+,136
2025-01-01 07:00:00,B47,84
2025-01-01 07:00:00,B48,30
2025-01-01 07:00:00,B49,104
2025-01-01 07:00:00,B52,52
2025-01-01 07:00:00,B54,53
2025-01-01 07:00:00,B57,90
2025-01-01 07:00:00,B6,439
2025-01-01 07:00:00,B60,76
2025-01-01 07:00:00,B61,75
2025-01-01 07:00:00,B62,51
2025-01-01 07:00:00,B63,25
2025-01-01 07:00:00,B64,51
2025-01-01 07:00:00,B65,33
2025-01-01 07:00:00,B67,25
2025-01-01 07:00:00,B68,179
2025-01-01 07:00:00,B69,22
2025-01-01 07:00:00,B7,50
2025-01-01 07:00:00,B70,102
2025-01-01 07:00:00,B74,37
2025-01-01 07:00:00,B8,237
2025-01-01 07:00:00,B82,411
2025-01-01 07:00:00,B82+,1
2025-01-01 07:00:00,B83,53
2025-01-01 07:00:00,B84,0
2025-01-01 07:00:00,B9,130
2025-01-01 07:00:00,B90,0
2025-01-01 07:00:00,B91,0
2025-01-01 07:00:00,B91A,0
2025-01-01 07:00:00,B92,0
2025-01-01 07:00:00,B93,0
2025-01-01 07:00:00,B94,0
2025-01-01 07:00:00,B96,0
2025-01-01 07:00:00,B98,0
2025-01-01 07:00:00,B98V,0
2025-01-01 07:00:00,B99,0
2025-01-01 07:00:00,BM1,0
2025-01-01 07:00:00,BM2,0
2025-01-01 07:00:00,BM3,0
2025-01-01 07:00:00,BM4,0
2025-01-01 07:00:00,BM5,0
2025-01-01 07:00:00,BX1,78
2025-01-01 07:00:00,BX10,81
2025-01-01 07:00:00,BX11,95
2025-01-01 07:00:00,BX12,101
2025-01-01 07:00:00,BX12+,194
2025-01-01 07:00:00,BX13,97
2025-01-01 07:00:00,BX15,81
2025-01-01 07:00:00,BX16,40
2025-01-01 07:00:00,BX17,56
2025-01-01 07:00:00,BX18,0
2025-01-01 07:00:00,BX18A,5
2025-01-01 07:00:00,BX18B,20
2025-01-01 07:00:00,BX19,195
2025-01-01 07:00:00,BX2,104
2025-01-01 07:00:00,BX20,0
2025-01-01 07:00:00,BX21,60
2025-01-01 07:00:00,BX22,53
2025-01-01 07:00:00,BX23,59
2025-01-01 07:00:00,BX24,9
2025-01-01 07:00:00,BX25,30
2025-01-01 07:00:00,BX26,31
2025-01-01 07:00:00,BX27,39
2025-01-01 07:00:00,BX28,90
2025-01-01 07:00:00,BX29,11
2025-01-01 07:00:00,BX3,75
2025-01-01 07:00:00,BX30,24
2025-01-01 07:00:00,BX31,52
2025-01-01 07:00:00,BX32,10
2025-01-01 07:00:00,BX33,0
2025-01-01 07:00:00,BX34,27
2025-01-01 07:00:00,BX35,84
2025-01-01 07:00:00,BX36,208
2025-01-01 07:00:00,BX38,24
2025-01-01 07:00:00,BX39,108
2025-01-01 07:00:00,BX4,34
2025-01-01 07:00:00,BX40,93
2025-01-01 07:00:00,BX41,61
2025-01-01 07:00:00,BX41+,79
2025-01-01 07:00:00,BX42,80
2025-01-01 07:00:00,BX46,0
2025-01-01 07:00:00,BX4A,0
2025-01-01 07:00:00,BX5,74
2025-01-01 07:00:00,BX6,65
2025-01-01 07:00:00,BX6+,97
2025-01-01 07:00:00,BX7,71
2025-01-01 07:00:00,BX8,32
2025-01-01 07:00:00,BX9,168
2025-01-01 07:00:00,BX90,0
2025-01-01 07:00:00,BX92,0
2025-01-01 07:00:00,BX95,0
2025-01-01 07:00:00,BX99,0
2025-01-01 07:00:00,BXM1,0
2025-01-01 07:00:00,BXM10,20
2025-01-01 07:00:00,BXM11,0
2025-01-01 07:00:00,BXM18,0
2025-01-01 07:00:00,BXM2,0
2025-01-01 07:00:00,BXM3,0
2025-01-01 07:00:00,BXM4,0
2025-01-01 07:00:00,BXM6,0
2025-01-01 07:00:00,BXM7,44
2025-01-01 07:00:00,BXM8,0
2025-01-01 07:00:00,BXM9,14
2025-01-01 07:00:00,D90,0
2025-01-01 07:00:00,D99,0
2025-01-01 07:00:00,F1,0
2025-01-01 07:00:00,J90,0
2025-01-01 07:00:00,J99,0
2025-01-01 07:00:00,L90,0
2025-01-01 07:00:00,L91,0
2025-01-01 07:00:00,L92,0
2025-01-01 07:00:00,M1,40
2025-01-01 07:00:00,M10,23
2025-01-01 07:00:00,M100,31
2025-01-01 07:00:00,M101,168
2025-01-01 07:00:00,M102,64
2025-01-01 07:00:00,M103,52
2025-01-01 07:00:00,M104,34
2025-01-01 07:00:00,M106,0
2025-01-01 07:00:00,M11,46
2025-01-01 07:00:00,M116,36
2025-01-01 07:00:00,M12,8
2025-01-01 07:00:00,M125,85
2025-01-01 07:00:00,M14A,0
2025-01-01 07:00:00,M14A+,51
2025-01-01 07:00:00,M14D,0
2025-01-01 07:00:00,M14D+,174
2025-01-01 07:00:00,M15,238
2025-01-01 07:00:00,M15+,192
2025-01-01 07:00:00,M2,64
2025-01-01 07:00:00,M20,4
2025-01-01 07:00:00,M21,5
2025-01-01 07:00:00,M22,22
2025-01-01 07:00:00,M23+,40
2025-01-01 07:00:00,M3,67
2025-01-01 07:00:00,M31,58
2025-01-01 07:00:00,M34+,58
2025-01-01 07:00:00,M34A+,72
2025-01-01 07:00:00,M35,2
2025-01-01 07:00:00,M4,56
2025-01-01 07:00:00,M42,35
2025-01-01 07:00:00,M5,42
2025-01-01 07:00:00,M50,8
2025-01-01 07:00:00,M55,9
2025-01-01 07:00:00,M57,27
2025-01-01 07:00:00,M60+,142
2025-01-01 07:00:00,M66,26
2025-01-01 07:00:00,M7,25
2025-01-01 07:00:00,M72,25
2025-01-01 07:00:00,M79+,44
2025-01-01 07:00:00,M8,5
2025-01-01 07:00:00,M86+,100
2025-01-01 07:00:00,M9,14
2025-01-01 07:00:00,M90,0
2025-01-01 07:00:00,M96,98
2025-01-01 07:00:00,M98,0
2025-01-01 07:00:00,M99,0
2025-01-01 07:00:00,Q06,110
2025-01-01 07:00:00,Q07,38
2025-01-01 07:00:00,Q08,114
2025-01-01 07:00:00,Q09,47
2025-01-01 07:00:00,Q1,29
2025-01-01 07:00:00,Q10,244
2025-01-01 07:00:00,Q100,50
2025-01-01 07:00:00,Q101,14
2025-01-01 07:00:00,Q102,25
2025-01-01 07:00:00,Q103,5
2025-01-01 07:00:00,Q104,10
2025-01-01 07:00:00,Q107,0
2025-01-01 07:00:00,Q108,0
2025-01-01 07:00:00,Q109,0
2025-01-01 07:00:00,Q11,21
2025-01-01 07:00:00,Q110,46
2025-01-01 07:00:00,Q111,148
2025-01-01 07:00:00,Q112,38
2025-01-01 07:00:00,Q113,0
2025-01-01 07:00:00,Q114,103
2025-01-01 07:00:00,Q115,0
2025-01-01 07:00:00,Q12,151
2025-01-01 07:00:00,Q121,0
2025-01-01 07:00:00,Q13,39
2025-01-01 07:00:00,Q14,0
2025-01-01 07:00:00,Q15,25
2025-01-01 07:00:00,Q15A,45
2025-01-01 07:00:00,Q16,35
2025-01-01 07:00:00,Q17,197
2025-01-01 07:00:00,Q18,75
2025-01-01 07:00:00,Q19,10
2025-01-01 07:00:00,Q2,47
2025-01-01 07:00:00,Q20,0
2025-01-01 07:00:00,Q20A,129
2025-01-01 07:00:00,Q20B,0
2025-01-01 07:00:00,Q21,69
2025-01-01 07:00:00,Q22,34
2025-01-01 07:00:00,Q23,167
2025-01-01 07:00:00,Q24,67
2025-01-01 07:00:00,Q25,239
2025-01-01 07:00:00,Q26,0
2025-01-01 07:00:00,Q27,349
2025-01-01 07:00:00,Q28,112
2025-01-01 07:00:00,Q29,38
2025-01-01 07:00:00,Q3,129
2025-01-01 07:00:00,Q30,83
2025-01-01 07:00:00,Q31,0
2025-01-01 07:00:00,Q32,51
2025-01-01 07:00:00,Q33,59
2025-01-01 07:00:00,Q34,0
2025-01-01 07:00:00,Q35,32
2025-01-01 07:00:00,Q36,45
2025-01-01 07:00:00,Q37,84
2025-01-01 07:00:00,Q38,11
2025-01-01 07:00:00,Q39,21
2025-01-01 07:00:00,Q4,106
2025-01-01 07:00:00,Q40,46
2025-01-01 07:00:00,Q41,75
2025-01-01 07:00:00,Q42,0
2025-01-01 07:00:00,Q43,163
2025-01-01 07:00:00,Q44+,273
2025-01-01 07:00:00,Q45,0
2025-01-01 07:00:00,Q46,202
2025-01-01 07:00:00,Q47,66
2025-01-01 07:00:00,Q48,49
2025-01-01 07:00:00,Q49,96
2025-01-01 07:00:00,Q5,95
2025-01-01 07:00:00,Q50,31
2025-01-01 07:00:00,Q51,0
2025-01-01 07:00:00,Q52+,40
2025-01-01 07:00:00,Q53+,140
2025-01-01 07:00:00,Q54,85
2025-01-01 07:00:00,Q55,89
2025-01-01 07:00:00,Q56,72
2025-01-01 07:00:00,Q58,391
2025-01-01 07:00:00,Q59,46
2025-01-01 07:00:00,Q60,104
2025-01-01 07:00:00,Q61,0
2025-01-01 07:00:00,Q63,0
2025-01-01 07:00:00,Q64,88
2025-01-01 07:00:00,Q65,303
2025-01-01 07:00:00,Q66,163
2025-01-01 07:00:00,Q67,0
2025-01-01 07:00:00,Q69,60
2025-01-01 07:00:00,Q70+,5
2025-01-01 07:00:00,Q72,49
2025-01-01 07:00:00,Q74,0
2025-01-01 07:00:00,Q75,0
2025-01-01 07:00:00,Q76,49
2025-01-01 07:00:00,Q77,42
2025-01-01 07:00:00,Q80,0
2025-01-01 07:00:00,Q82,0
2025-01-01 07:00:00,Q83,107
2025-01-01 07:00:00,Q84,44
2025-01-01 07:00:00,Q85,121
2025-01-01 07:00:00,Q86,0
2025-01-01 07:00:00,Q87,0
2025-01-01 07:00:00,Q88,2
2025-01-01 07:00:00,Q89,0
2025-01-01 07:00:00,Q90,0
2025-01-01 07:00:00,Q92,0
2025-01-01 07:00:00,Q93,0
2025-01-01 07:00:00,Q94,0
2025-01-01 07:00:00,Q95,0
2025-01-01 07:00:00,Q96,0
2025-01-01 07:00:00,Q97,0
2025-01-01 07:00:00,Q98,0
2025-01-01 07:00:00,Q98V,0
2025-01-01 07:00:00,QM1,0
2025-01-01 07:00:00,QM10,0
2025-01-01 07:00:00,QM11,0
2025-01-01 07:00:00,QM12,0
2025-01-01 07:00:00,QM15,0
2025-01-01 07:00:00,QM16,0
2025-01-01 07:00:00,QM17,0
2025-01-01 07:00:00,QM18,0
2025-01-01 07:00:00,QM2,2
2025-01-01 07:00:00,QM20,0
2025-01-01 07:00:00,QM21,0
